Occupancy,DmgFnId,Source,Description,ft04m,ft03m,ft02m,ft01m,ft00,ft01,ft02,ft03,ft04,ft05,ft06,ft07,ft08,ft09,ft10,ft11,ft12,ft13,ft14,ft15,ft16,ft17,ft18,ft19,ft20,ft21,ft22,ft23,ft24,Comment,ft00_5,ft01_5,ft02_5,ft03_5,ft04_5,ft05_5,ft06_5,ft07_5,ft08_5,ft09_5,ft10_5,ft11_5,ft12_5,ft13_5,Source_Table,Occupy_Class,Cover_Class
IND6,452,USACE - Galveston,"Sandblasting Co, contents (Equipment)",0,0,0,0,0,15,45,68,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,,,,,,,,,,,,,,,,flBldgContDmgFn,IND,Cont
IND6,453,USACE - Galveston,"Water Well Service, contents (Equipment)",0,0,0,0,0,0,25,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,,,,,,,,,,,,,,,flBldgContDmgFn,IND,Cont
IND6,592,USACE - Galveston,"Average Construction, structure",0,0,0,0,0,22,31,37,43,47,50,54,57,61,63,64,65,67,68,69,70,71,72,73,74,75,76,76,77,,,,,,,,,,,,,,,,flBldgStructDmgFn,IND,Bldg
IND6,593,USACE - Galveston,"Carpet Tile Flooring, structure",0,0,0,0,0,2,3,4,4,5,7,9,13,18,22,29,35,42,50,57,63,68,73,77,81,84,87,89,91,,,,,,,,,,,,,,,,flBldgStructDmgFn,IND,Bldg
IND6,605,USACE - New Orleans,"Carpeting Service, structure, composite water & duration",0,0,0,0,0,28,45,55,62,72,78,82,87,90,93,95,96,96,96,96,96,96,96,96,96,96,96,96,96,,,,,,,,,,,,,,,,flBldgStructDmgFn,IND,Bldg
IND6,606,USACE - New Orleans,"Heating & Air Conditioning Service, structure, salt water,",0,0,0,0,0,22,29,34,43,51,59,67,75,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,,,,,,,,,,,,,,,flBldgStructDmgFn,IND,Bldg
IND6,445,USACE - Galveston,"Carpet Tile Flooring, contents (Inventory)",0,0,0,0,0,70,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,IND,Cont
IND6,446,USACE - Galveston,"Contractor Roofing, contents (Equipment)",0,0,0,0,0,15,27,36,43,48,50,50,50,50,50,51,51,51,52,52,52,52,53,53,53,54,54,54,55,,,,,,,,,,,,,,,,flBldgContDmgFn,IND,Cont
IND6,447,USACE - Galveston,"Contractor Roofing, contents (Inventory)",0,0,0,0,0,10,20,27,36,43,48,53,57,59,60,66,69,72,76,79,83,86,90,93,97,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,IND,Cont
IND6,448,USACE - Galveston,"Contractor-Electric, contents (Equipment)",0,0,0,0,0,0,10,10,10,10,40,40,40,40,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,,,,,,,,,,,,,,,flBldgContDmgFn,IND,Cont
IND6,449,USACE - Galveston,"Pier Drilling Co, contents (Equipment)",0,0,0,0,0,20,23,39,55,55,56,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,,,,,,,,,,,,,,,flBldgContDmgFn,IND,Cont
IND6,450,USACE - Galveston,"Plumbing Co, contents (Equipment)",0,0,0,0,0,30,45,55,63,70,76,82,87,92,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,IND,Cont
IND6,451,USACE - Galveston,"Plumbing Co, contents (Inventory)",0,0,0,0,0,14,25,35,44,53,61,69,77,85,93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,IND,Cont
IND6,601,USACE - New Orleans,"Carpeting Service, structure, salt water, long duration",0,0,0,0,0,22,29,34,43,51,59,67,75,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,,,,,,,,,,,,,,,flBldgStructDmgFn,IND,Bldg
IND6,602,USACE - New Orleans,"Carpeting Service, structure, salt water, short duration",0,0,0,0,0,13,21,28,33,41,49,56,64,71,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,,,,,,,,,,,,,,,flBldgStructDmgFn,IND,Bldg
IND6,603,USACE - New Orleans,"Carpeting Service, structure, fresh water, long duration",0,0,0,0,0,20,27,31,39,46,53,61,68,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,,,,,,,,,,,,,,,,flBldgStructDmgFn,IND,Bldg
IND6,604,USACE - New Orleans,"Carpeting Service, structure, fresh water, short duration",0,0,0,0,0,12,20,27,31,39,46,53,61,68,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,,,,,,,,,,,,,,,,flBldgStructDmgFn,IND,Bldg
IND6,609,USACE - New Orleans,"Heating & Air Conditioning Service, structure, fresh water,",0,0,0,0,0,12,20,27,31,39,46,53,61,68,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,,,,,,,,,,,,,,,,flBldgStructDmgFn,IND,Bldg
IND6,610,USACE - New Orleans,"Heating & Air Conditioning Service, structure, composite",0,0,0,0,0,28,45,55,62,72,78,82,87,90,93,95,96,96,96,96,96,96,96,96,96,96,96,96,96,,,,,,,,,,,,,,,,flBldgStructDmgFn,IND,Bldg
IND6,607,USACE - New Orleans,"Heating & Air Conditioning Service, structure, salt water,",0,0,0,0,0,13,21,28,33,41,49,56,64,71,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,,,,,,,,,,,,,,,flBldgStructDmgFn,IND,Bldg
IND6,608,USACE - New Orleans,"Heating & Air Conditioning Service, structure, fresh water,",0,0,0,0,0,20,27,31,39,46,53,61,68,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,,,,,,,,,,,,,,,,flBldgStructDmgFn,IND,Bldg
IND6,600,USACE - Galveston,"Water Well Service, structure",0,0,0,0,0,5,20,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,flBldgStructDmgFn,IND,Bldg
IND6,112,USACE - Galveston,"Average Construction, Inventory",0,0,0,0,0,31,45,54,60,65,70,74,78,81,84,89,90,91,92,93,94,95,97,98,99,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,IND,Inv
IND6,598,USACE - Galveston,"Plumbing Co, structure",0,0,0,0,0,20,32,40,47,53,57,61,64,67,70,72,74,77,78,80,82,84,85,87,89,91,93,95,97,,,,,,,,,,,,,,,,flBldgStructDmgFn,IND,Bldg
IND6,599,USACE - Galveston,"Sandblasting Co, structure",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,IND,Bldg
IND6,115,USACE - Galveston,"Plumbing Co, Inventory",0,0,0,0,0,14,25,35,44,53,61,69,77,85,93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,IND,Inv
IND6,456,USACE - New Orleans,"Heating & Air Conditioning Service, contents, salt water,",0,0,0,0,0,53,70,80,96,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,,,,,,,,,,,,,,,flBldgContDmgFn,IND,Cont
IND6,113,USACE - Galveston,"Carpet Tile Flooring, Inventory",0,0,0,0,0,70,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,IND,Inv
IND6,114,USACE - Galveston,"Roofing Contractor, Inventory",0,0,0,0,0,10,20,27,36,43,48,53,57,59,60,66,69,72,76,79,83,86,90,93,97,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,IND,Inv
IND6,455,USACE - New Orleans,"Carpeting Service, contents, fresh water, short duration",0,0,0,0,0,19,31,40,45,49,54,58,63,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,,,,,,,,,,,,,,,,flBldgContDmgFn,IND,Cont
IND6,615,USACE - New Orleans,"Plumbing Services, structure, composite water & duration",0,0,0,0,0,28,45,55,62,72,78,82,87,90,93,95,96,96,96,96,96,96,96,96,96,96,96,96,96,,,,,,,,,,,,,,,,flBldgStructDmgFn,IND,Bldg
IND6,457,USACE - New Orleans,"Heating & Air Conditioning Service, contents, fresh water,",0,0,0,0,0,19,31,40,45,49,54,58,63,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,,,,,,,,,,,,,,,,flBldgContDmgFn,IND,Cont
IND6,611,USACE - New Orleans,"Plumbing Services, structure, salt water, long duration",0,0,0,0,0,22,29,34,43,51,59,67,75,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,,,,,,,,,,,,,,,flBldgStructDmgFn,IND,Bldg
IND6,459,USACE - New Orleans,"Plumbing Services, contents, fresh water, short duration",0,0,0,0,0,19,31,40,45,49,54,58,63,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,,,,,,,,,,,,,,,,flBldgContDmgFn,IND,Cont
IND6,612,USACE - New Orleans,"Plumbing Services, structure, salt water, short duration",0,0,0,0,0,13,21,28,33,41,49,56,64,71,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,,,,,,,,,,,,,,,flBldgStructDmgFn,IND,Bldg
IND6,613,USACE - New Orleans,"Plumbing Services, structure, fresh water, long duration",0,0,0,0,0,20,27,31,39,46,53,61,68,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,,,,,,,,,,,,,,,,flBldgStructDmgFn,IND,Bldg
IND6,614,USACE - New Orleans,"Plumbing Services, structure, fresh water, short duration",0,0,0,0,0,12,20,27,31,39,46,53,61,68,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,,,,,,,,,,,,,,,,flBldgStructDmgFn,IND,Bldg
IND6,458,USACE - New Orleans,"Plumbing Services, contents, salt water, long duration",0,0,0,0,0,53,70,80,96,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,,,,,,,,,,,,,,,flBldgContDmgFn,IND,Cont
AGR1,466,USACE - New Orleans,"Veterinary Office, contents, fresh water, short duration",0,0,0,0,0,26,46,94,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,,,,,,,flBldgContDmgFn,AGR,Cont
AGR1,465,USACE - New Orleans,"Veterinary Office, contents, salt water, long duration",0,0,0,0,0,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,AGR,Cont
AGR1,616,USACE - Galveston,"Average Agriculture, structure",0,0,0,0,0,6,11,15,19,25,30,35,41,46,51,57,63,70,75,79,82,84,87,89,90,92,93,95,96,,,,,,,,,,,,,,,,flBldgStructDmgFn,AGR,Bldg
AGR1,617,USACE - Galveston,"Horse Stalls, structure",0,0,0,0,0,10,19,26,32,40,48,56,64,71,78,85,91,97,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,AGR,Bldg
AGR1,460,USACE - Galveston,"Average Agriculture, Contents (Equipment/Inventory)",0,0,0,0,6,20,43,58,65,66,66,67,70,75,76,76,76,77,77,77,78,78,78,79,79,79,79,80,80,,,,,,,,,,,,,,,,flBldgContDmgFn,AGR,Cont
AGR1,464,USACE - Galveston,"Veterinary Clinic, contents (Equipment)",0,0,0,0,25,50,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,AGR,Cont
AGR1,620,USACE - New Orleans,"Veterinary Office, structure, salt water, short duration",0,0,0,0,0,19,39,75,92,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,AGR,Bldg
AGR1,116,USACE - Galveston,"Agriculture/Dairy Processing, Inventory",0,0,0,0,0,25,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,AGR,Inv
AGR1,618,USACE - Galveston,"Veterinary Clinic, structure",0,0,0,0,0,1,3,4,6,9,11,14,17,20,24,29,35,42,50,57,63,68,73,77,80,83,86,89,92,,,,,,,,,,,,,,,,flBldgStructDmgFn,AGR,Bldg
AGR1,619,USACE - New Orleans,"Veterinary Office, structure, salt water, long duration",0,0,0,0,0,43,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,AGR,Bldg
AGR1,461,USACE - Galveston,"Dairy Processing, contents (Equipment)",0,0,0,0,0,0,25,50,50,50,50,50,60,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,,,,,,,,,,,,,,,flBldgContDmgFn,AGR,Cont
AGR1,623,USACE - New Orleans,"Veterinary Office, structure, composite water & duration",0,0,0,0,0,31,52,65,73,79,82,84,86,88,89,91,92,94,96,98,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,AGR,Bldg
AGR1,463,USACE - Galveston,"Horse Stalls, contents (Equipment)",0,0,0,0,0,3,6,8,11,13,15,17,19,21,22,24,25,27,28,29,31,32,33,34,34,36,37,38,39,,,,,,,,,,,,,,,,flBldgContDmgFn,AGR,Cont
AGR1,462,USACE - Galveston,"Dairy Processing, contents (Inventory)",0,0,0,0,0,25,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,AGR,Cont
AGR1,622,USACE - New Orleans,"Veterinary Office, structure, fresh water, short duration",0,0,0,0,0,16,34,65,80,82,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,,,,,,,,,,,,,,,,flBldgStructDmgFn,AGR,Bldg
AGR1,621,USACE - New Orleans,"Veterinary Office, structure, fresh water, long duration",0,0,0,0,0,28,42,66,81,83,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,,,,,,,,,,,,,,,,flBldgStructDmgFn,AGR,Bldg
REL1,630,USACE - Wilmington,"Church, structure",0,0,0,0,12,17,19,22,25,28,32,37,43,48,53,58,63,68,73,78,83,88,93,98,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,REL,Bldg
REL1,625,USACE - New Orleans,"Civic Association, structure, salt water, long duration",0,0,0,0,0,85,87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,REL,Bldg
REL1,468,USACE - Galveston,"Church, contents (Equipment)",0,0,0,0,10,75,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,REL,Cont
REL1,629,USACE - New Orleans,"Civic Association, structure, composite water & duration",0,0,0,0,0,25,55,69,79,84,85,85,85,85,90,90,90,92,93,94,95,96,97,98,99,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,REL,Bldg
REL1,624,USACE - Galveston,"Church, structure",0,0,0,0,0,10,11,11,12,12,13,14,14,15,17,19,24,30,38,45,52,58,64,69,74,78,82,85,88,,,,,,,,,,,,,,,,flBldgStructDmgFn,REL,Bldg
REL1,467,USACE - Galveston,"Church, contents",0,0,0,0,10,52,72,85,92,95,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,REL,Cont
REL1,626,USACE - New Orleans,"Civic Association, structure, salt water, short duration",0,0,0,0,0,72,72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,REL,Bldg
REL1,627,USACE - New Orleans,"Civic Association, structure, fresh water, long duration",0,0,0,0,0,75,76,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,REL,Bldg
REL1,471,USACE - New Orleans,"Civic Association, contents, fresh water, short duration",0,0,0,0,0,5,18,50,50,52,58,58,58,58,58,59,69,70,70,79,88,97,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,REL,Cont
REL1,469,USACE - Galveston,"Church, contents (Inventory)",0,0,0,0,10,28,54,70,84,90,95,97,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,REL,Cont
REL1,628,USACE - New Orleans,"Civic Association, structure, fresh water, short duration",0,0,0,0,0,65,65,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,REL,Bldg
REL1,470,USACE - New Orleans,"Civic Association, contents, salt water, long duration",0,0,0,0,0,60,60,60,60,60,60,60,60,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,REL,Cont
GOV1,475,USACE - New Orleans,"Government Facility, contents, salt water, long duration",0,0,0,0,0,60,60,60,60,60,60,60,60,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flEssntFltyContDmgFn,GOV,Cont
GOV1,474,USACE - Galveston,"Post Office, contents (Equipment)",0,0,0,0,0,25,43,63,70,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flEssntFltyContDmgFn,GOV,Cont
GOV1,639,USACE - Wilmington,"Post Office, structure",0,0,0,0,5,8,10,10,11,13,14,15,16,17,18,20,21,22,24,25,26,27,28,29,30,31,32,33,34,,,,,,,,,,,,,,,,flBldgStructDmgFn,GOV,Bldg
GOV1,632,USACE - Galveston,"City Hall, structure",0,0,0,0,0,1,1,1,2,2,3,4,6,8,12,17,23,31,40,50,58,64,70,75,80,84,88,92,95,,,,,,,,,,,,,,,,flBldgStructDmgFn,GOV,Bldg
GOV1,639,USACE - Wilmington,"Post Office, structure",0,0,0,0,5,8,10,10,11,13,14,15,16,17,18,20,21,22,24,25,26,27,28,29,30,31,32,33,34,,,,,,,,,,,,,,,,flEssntFltyStructDmgFn,GOV,Bldg
GOV1,473,USACE - Galveston,"City Hall, contents (Equipment)",0,0,0,0,0,35,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flEssntFltyContDmgFn,GOV,Cont
GOV1,476,USACE - New Orleans,"Government Facility, contents, fresh water, short duration",0,0,0,0,0,5,18,50,50,52,58,58,58,58,58,59,69,70,70,79,88,97,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flEssntFltyContDmgFn,GOV,Cont
GOV1,635,USACE - New Orleans,"Government facility, structure, salt water, short duration",0,0,0,0,0,72,72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,GOV,Bldg
GOV1,636,USACE - New Orleans,"Government facility, structure, fresh water, long duration",0,0,0,0,0,75,76,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,GOV,Bldg
GOV1,631,USACE - Galveston,"Average government services, structure",0,0,0,0,0,5,8,13,14,14,15,17,19,22,26,31,37,44,51,59,65,70,74,79,83,87,91,95,98,,,,,,,,,,,,,,,,flBldgStructDmgFn,GOV,Bldg
GOV1,633,USACE - Galveston,"Post Office, structure",0,0,0,0,0,8,15,24,25,26,27,29,32,36,40,45,50,56,62,67,71,75,78,82,86,90,94,98,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,GOV,Bldg
GOV1,638,USACE - New Orleans,"Government facility, structure, composite water & duration",0,0,0,0,0,25,55,69,79,84,85,85,85,85,90,90,90,92,93,94,95,96,97,98,99,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,GOV,Bldg
GOV1,475,USACE - New Orleans,"Government Facility, contents, salt water, long duration",0,0,0,0,0,60,60,60,60,60,60,60,60,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,GOV,Cont
GOV1,476,USACE - New Orleans,"Government Facility, contents, fresh water, short duration",0,0,0,0,0,5,18,50,50,52,58,58,58,58,58,59,69,70,70,79,88,97,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,GOV,Cont
GOV1,634,USACE - New Orleans,"Structure, salt water, long duration",0,0,0,0,0,85,87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flEssntFltyStructDmgFn,GOV,Bldg
GOV1,635,USACE - New Orleans,"Structure, salt water, short duration",0,0,0,0,0,72,72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flEssntFltyStructDmgFn,GOV,Bldg
GOV1,636,USACE - New Orleans,"Structure, fresh water, long duration",0,0,0,0,0,75,76,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flEssntFltyStructDmgFn,GOV,Bldg
GOV1,637,USACE - New Orleans,"Structure, fresh water, short duration",0,0,0,0,0,65,65,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flEssntFltyStructDmgFn,GOV,Bldg
GOV1,638,USACE - New Orleans,"Structure, composite water & duration",0,0,0,0,0,25,55,69,79,84,85,85,85,85,90,90,90,92,93,94,95,96,97,98,99,100,100,100,100,,,,,,,,,,,,,,,,flEssntFltyStructDmgFn,GOV,Bldg
GOV1,472,USACE - Galveston,Contents (Equipment),0,0,0,0,0,30,59,74,83,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flEssntFltyContDmgFn,GOV,Cont
GOV1,634,USACE - New Orleans,"Government facility, structure, salt water, long duration",0,0,0,0,0,85,87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,GOV,Bldg
GOV1,472,USACE - Galveston,"Average Govt Services, contents (Equipment)",0,0,0,0,0,30,59,74,83,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,GOV,Cont
GOV1,473,USACE - Galveston,"City Hall, contents (Equipment)",0,0,0,0,0,35,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,GOV,Cont
GOV1,637,USACE - New Orleans,"Government facility, structure, fresh water, short duration",0,0,0,0,0,65,65,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,GOV,Bldg
GOV1,474,USACE - Galveston,"Post Office, contents (Equipment)",0,0,0,0,0,25,43,63,70,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,GOV,Cont
GOV1,633,USACE - Galveston,"Post Office, structure",0,0,0,0,0,8,15,24,25,26,27,29,32,36,40,45,50,56,62,67,71,75,78,82,86,90,94,98,100,,,,,,,,,,,,,,,,flEssntFltyStructDmgFn,GOV,Bldg
GOV1,631,USACE - Galveston,Structure,0,0,0,0,0,5,8,13,14,14,15,17,19,22,26,31,37,44,51,59,65,70,74,79,83,87,91,95,98,,,,,,,,,,,,,,,,flEssntFltyStructDmgFn,GOV,Bldg
GOV1,632,USACE - Galveston,"City Hall, structure",0,0,0,0,0,1,1,1,2,2,3,4,6,8,12,17,23,31,40,50,58,64,70,75,80,84,88,92,95,,,,,,,,,,,,,,,,flEssntFltyStructDmgFn,GOV,Bldg
GOV2,478,USACE - Galveston,"Fire Station, contents (Inventory)",0,0,0,0,0,10,25,50,75,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flEssntFltyContDmgFn,GOV,Cont
GOV2,477,USACE - Galveston,Contents (Equipment/Inventory),0,0,0,0,0,8,20,38,55,70,81,89,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flEssntFltyContDmgFn,GOV,Cont
GOV2,477,USACE - Galveston,"Average emergency response, contents (Equipment/Inventory)",0,0,0,0,0,8,20,38,55,70,81,89,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,GOV,Cont
GOV2,478,USACE - Galveston,"Fire Station, contents (Inventory)",0,0,0,0,0,10,25,50,75,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,GOV,Cont
GOV2,640,USACE - Galveston,Structure,0,0,0,0,0,7,10,11,12,15,17,20,23,27,31,35,40,44,48,52,56,60,64,68,72,76,80,84,88,,,,,,,,,,,,,,,,flEssntFltyStructDmgFn,GOV,Bldg
GOV2,641,USACE - Galveston,"Fire Station, structure",0,0,0,0,0,1,5,5,5,6,7,9,11,14,17,20,24,28,32,36,41,45,51,56,61,66,71,76,81,,,,,,,,,,,,,,,,flEssntFltyStructDmgFn,GOV,Bldg
GOV2,642,USACE - Galveston,"Police Station, structure",0,0,0,0,0,12,14,17,19,23,27,31,35,40,45,50,55,59,63,67,71,74,77,80,83,86,89,92,95,,,,,,,,,,,,,,,,flEssntFltyStructDmgFn,GOV,Bldg
GOV2,640,USACE - Galveston,"Average emergency response, Structure",0,0,0,0,0,7,10,11,12,15,17,20,23,27,31,35,40,44,48,52,56,60,64,68,72,76,80,84,88,,,,,,,,,,,,,,,,flBldgStructDmgFn,GOV,Bldg
GOV2,641,USACE - Galveston,"Fire Station, structure",0,0,0,0,0,1,5,5,5,6,7,9,11,14,17,20,24,28,32,36,41,45,51,56,61,66,71,76,81,,,,,,,,,,,,,,,,flBldgStructDmgFn,GOV,Bldg
GOV2,479,USACE - Galveston,"Police Station, contents (Equipment)",0,0,0,0,0,5,15,25,35,48,62,78,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flEssntFltyContDmgFn,GOV,Cont
GOV2,642,USACE - Galveston,"Police Station, structure",0,0,0,0,0,12,14,17,19,23,27,31,35,40,45,50,55,59,63,67,71,74,77,80,83,86,89,92,95,,,,,,,,,,,,,,,,flBldgStructDmgFn,GOV,Bldg
GOV2,479,USACE - Galveston,"Police Station, contents (Equipment)",0,0,0,0,0,5,15,25,35,48,62,78,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,GOV,Cont
EDU1,480,USACE - Galveston,Contents (Equipment/Inventory),0,0,0,0,0,27,38,53,64,68,70,72,75,79,83,88,94,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flEssntFltyContDmgFn,EDU,Cont
EDU1,643,USACE - Galveston,Structure,0,0,0,0,0,5,7,9,9,10,11,13,15,17,20,24,28,33,39,45,52,59,64,69,74,79,84,89,94,,,,,,,,,,,,,,,,flEssntFltyStructDmgFn,EDU,Bldg
EDU1,644,USACE - Galveston,"Commercial School, structure",0,0,0,0,0,8,12,15,15,16,17,19,22,25,28,32,36,40,45,49,54,59,64,69,74,79,84,89,94,,,,,,,,,,,,,,,,flEssntFltyStructDmgFn,EDU,Bldg
